[2024-10-03 04:40:31] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-03 04:40:31] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-03 04:40:31] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-03 04:40:32] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-03 04:40:32] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-03 04:40:32] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-03 04:40:32] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431\
[2024-10-03 04:40:32] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/fashionsbylina.github.io/
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:103] Filesize: 71524 bytes
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204ed30dc-xtGIrZ.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js
[2024-10-03 04:40:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:46] [class-ss-page.php:119] Checking Content Identical:5d1c8fc0f5e823654736e4681af51229d0c66e80===. Value: FALSE
[2024-10-03 04:40:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js
[2024-10-03 04:40:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 615
[2024-10-03 04:40:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204ee487a-x4h4zJ.tmp
[2024-10-03 04:40:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js?simply_static_page=270
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js?simply_static_page=270
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:103] Filesize: 4123 bytes
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js
[2024-10-03 04:40:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204ee487a-x4h4zJ.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js
[2024-10-03 04:40:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:46] [class-ss-page.php:119] Checking Content Identical:3db8e70009ed3bf84cb30a36564fdb92728a511a===. Value: FALSE
[2024-10-03 04:40:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js
[2024-10-03 04:40:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f00bf2-Wf6coT.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js?simply_static_page=271
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js?simply_static_page=271
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 25101 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f00bf2-Wf6coT.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:ca9fa1d7ceac843a6f014358a227bf140e77cff1===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f0acfa-8xyktZ.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js?simply_static_page=272
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js?simply_static_page=272
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 27497 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f0acfa-8xyktZ.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:d3182498c9872e2a69100da2c653ade7b23c482a===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f1dd43-lUfNy9.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js?simply_static_page=273
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js?simply_static_page=273
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 42417 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f1dd43-lUfNy9.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:70d21f03aeb0cab61f5b5fdcbd63ddee5f6f22f9===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f35295-p2E1LV.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt?simply_static_page=274
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt?simply_static_page=274
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 487 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f35295-p2E1LV.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:acbe3867aa464ca3985cab80fca9667eaf9237df===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f3d84a-Husd4J.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js?simply_static_page=275
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js?simply_static_page=275
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 11348 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f3d84a-Husd4J.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:3f358bf30982613b605ba7b214efe68e326447a3===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f49a42-xZ9pkg.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js?simply_static_page=276
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js?simply_static_page=276
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 59818 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f49a42-xZ9pkg.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:598436593d7dad06e2e928b594fbfcc035487d93===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f63af5-hz8bia.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js?simply_static_page=277
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js?simply_static_page=277
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 272042 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f63af5-hz8bia.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:c9632d54af6eb1626d26d51b887af93e94ad0f30===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f804e3-OybMyY.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js?simply_static_page=278
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js?simply_static_page=278
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 3743 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f804e3-OybMyY.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:d8f521837f33a63c8f89fd8c20bc2a0a7e41450a===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f8cdb9-DbHXL4.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js?simply_static_page=279
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js?simply_static_page=279
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 7529 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f8cdb9-DbHXL4.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:421bcc0b9acbf5e8e5803f617f1d4f19405275e1===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/admin-feedback.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204f9c35c-GOFn6j.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/admin-feedback.js?simply_static_page=280
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/admin-feedback.js?simply_static_page=280
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 4640 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-feedback.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204f9c35c-GOFn6j.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/admin-feedback.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:619afffb4ecc55efe9c10b1b581d514b63412a44===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204faae1b-0TCG0b.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/admin-feedback.min.js?simply_static_page=281
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/admin-feedback.min.js?simply_static_page=281
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 1976 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe204faae1b-0TCG0b.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:40:47] [class-ss-page.php:119] Checking Content Identical:f971115fa54170ae35987ab6b0c98cdd61670a59===. Value: FALSE
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/admin-modules.js
[2024-10-03 04:40:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 615
[2024-10-03 04:40:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe204fb29ae-jDHeVr.tmp
[2024-10-03 04:40:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/admin-modules.js?simply_static_page=282
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/plugins/elementor/assets/js/admin-modules.js?simply_static_page=282
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:103] Filesize: 39078 bytes
[2024-10-03 04:40:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
